slice_idx,z_mm,lesion_id,label_2d,slice_lesion_key,area_mm2,peak_hu,density_weight,agatston,centroid_x,centroid_y,bbox_x0,bbox_y0,bbox_x1,bbox_y1,n_voxels,mean_coverage,included,lesion_3d_id,lesion_3d_key
6,18.0,1,1,z006_c01,10.108059420013427,248.0,2,20.216118840026855,296.83116883116884,200.5064935064935,291,195,303,205,77,0.9589006304740906,True,1,L001
6,18.0,2,2,z006_c02,2.438283450889587,123.0,0,0.0,319.95,217.75,318,216,322,220,20,0.890534520149231,False,2,L002
6,18.0,3,3,z006_c03,9.396963185882568,301.0,3,28.1908895576477,341.3333333333333,244.53333333333333,336,238,346,250,75,0.9152143597602844,True,3,L003
7,21.0,4,1,z007_c01,3.088935241317749,175.0,1,3.088935241317749,283.6666666666667,188.875,281,187,286,191,24,0.9401434063911438,True,4,L004
7,21.0,5,2,z007_c02,10.635541996765136,301.0,3,31.90662599029541,353.81481481481484,261.08641975308643,349,256,358,266,81,0.9591160416603088,True,5,L005
9,27.0,6,1,z009_c01,10.109960344696045,373.0,3,30.329881034088135,260.2105263157895,146.48684210526315,256,140,264,153,76,0.9717004895210266,True,6,L006
10,30.0,7,1,z010_c01,0.25792895983457564,151.0,1,0.25792895983457564,376.3333333333333,281.6666666666667,376,281,377,282,3,0.6280227899551392,False,7,L007
19,57.0,8,1,z019_c01,0.9722854397296905,44.0,0,0.0,93.55555555555556,32.888888888888886,93,30,95,35,9,0.7891286611557007,False,8,L008
21,63.0,9,1,z021_c01,1.17608330078125,204.0,2,2.3521666015625,179.91666666666666,88.83333333333333,179,87,181,91,12,0.7159016728401184,True,9,L009
22,66.0,10,1,z022_c01,1.2612640491485596,195.0,1,1.2612640491485596,180.08333333333334,89.16666666666667,179,87,181,91,12,0.7677526473999023,True,9,L009
23,69.0,11,1,z023_c01,1.663020041847229,162.0,1,1.663020041847229,362.5,285.7142857142857,361,284,364,287,14,0.8676928281784058,True,10,L010
24,72.0,12,1,z024_c01,0.23405838536024093,242.0,2,0.46811677072048186,180.5,95.0,180,95,181,95,2,0.8548516631126404,False,11,L011
24,72.0,13,2,z024_c02,3.3785943843841553,213.0,2,6.7571887687683105,361.1111111111111,284.8888888888889,359,282,364,287,27,0.9140476584434509,True,10,L010
25,75.0,14,1,z025_c01,3.0207327793121337,196.0,1,3.0207327793121337,347.39130434782606,285.2173913043478,345,283,350,287,23,0.9593586921691895,True,12,L012
26,78.0,15,1,z026_c01,3.182621060943603,175.0,1,3.182621060943603,345.875,282.9583333333333,343,281,348,285,24,0.9686574935913086,True,12,L012
27,81.0,16,1,z027_c01,53.44390837402344,660.0,4,213.77563349609375,311.2587064676617,258.57462686567163,289,251,332,268,402,0.9711106419563293,True,13,L013
28,84.0,17,1,z028_c01,6.109905113983154,274.0,2,12.219810227966308,294.3958333333333,254.5,290,252,299,257,48,0.9298005104064941,True,13,L013
28,84.0,18,2,z028_c02,4.5156288276672365,236.0,2,9.031257655334473,315.52777777777777,259.19444444444446,312,257,319,262,36,0.9162464141845703,True,13,L013
29,87.0,19,1,z029_c01,0.528168071603775,204.0,2,1.05633614320755,188.57142857142858,138.28571428571428,188,137,189,140,7,0.5511510968208313,False,14,L014
29,87.0,20,2,z029_c02,1.8057131620407103,133.0,1,1.8057131620407103,144.6,304.06666666666666,143,302,146,306,15,0.8793343901634216,True,15,L015
31,93.0,21,1,z031_c01,10.656091828155517,318.0,3,31.968275484466552,230.3658536585366,163.4512195121951,224,160,236,168,82,0.9492501020431519,True,16,L016
31,93.0,22,2,z031_c02,5.228695965576172,253.0,2,10.457391931152344,135.325,254.55,132,252,139,257,40,0.9548385739326477,True,17,L017
31,93.0,23,3,z031_c03,3.2987247360229492,163.0,1,3.2987247360229492,165.0,284.5,163,282,167,287,26,0.9267642498016357,True,18,L018
32,96.0,24,1,z032_c01,36.59737907104492,660.0,4,146.38951628417968,247.7080291970803,167.25547445255475,230,161,261,176,274,0.9756543040275574,True,16,L016
32,96.0,25,2,z032_c02,0.5391591632843017,133.0,1,0.5391591632843017,163.5,265.5,163,265,164,266,4,0.9845857620239258,False,19,L019
33,99.0,26,1,z033_c01,25.7467798248291,703.0,4,102.9871192993164,248.08673469387756,167.39285714285714,237,162,257,175,196,0.9595407247543335,True,16,L016
33,99.0,27,2,z033_c02,3.071003359222412,179.0,1,3.071003359222412,229.33333333333334,180.875,227,179,232,183,24,0.9346857070922852,True,20,L020
33,99.0,28,3,z033_c03,36.5027422668457,315.0,3,109.5082268005371,200.24452554744525,216.3029197080292,186,201,216,231,274,0.9731314182281494,True,21,L021
34,102.0,29,1,z034_c01,6.739105961608886,269.0,2,13.478211923217772,233.0392156862745,183.2549019607843,230,179,236,187,51,0.9652252197265625,True,20,L020
34,102.0,30,2,z034_c02,10.444980564117431,199.0,1,10.444980564117431,219.37179487179486,197.75641025641025,214,192,224,203,78,0.9781593084335327,True,21,L021
34,102.0,31,3,z034_c03,15.188275411987304,365.0,3,45.56482623596191,194.40869565217392,220.2521739130435,189,214,201,228,115,0.9647330641746521,True,21,L021
